TransactionAmount,TransactionCount,Age,AnnualIncome,NumCreditCards,PaymentHistoryDaysLate,SpendScore,Default
17465.33,12,30,60000,2,0,0.14,0
17173.67,8,26,10000,2,30,0.854,0
18696.0,12,22,25000,3,0,0.362,0
67510.33,12,25,70000,2,0,1.0,0
1191.0,6,39,95000,3,0,0.001,0
39974.33,12,41,30000,2,0,0.816,0
1238.0,12,39,50000,3,0,0.004,0
4620.0,12,61,230000,3,0,0.023,0
47289.0,12,27,25000,2,0,0.929,0
26605.0,12,30,235000,2,0,0.056,0
145447.33,12,29,75000,3,0,0.995,0
8317.33,10,54,100000,1,0,0.112,0
150233.0,12,27,80000,1,0,0.917,0
12984.33,10,32,10000,2,20,0.569,0
139192.0,12,42,85000,2,0,0.97,0
390.0,8,31,40000,2,0,0.005,0
2161.33,10,27,140000,2,0,0.003,0
3383.0,12,27,50000,2,10,0.039,0
36891.33,10,50,25000,3,20,0.708,0
6401.33,2,38,190000,2,0,0.033,0
123668.0,12,31,65000,2,0,1.0,0
29289.33,12,34,105000,2,0,0.118,0
8521.0,10,22,5000,2,20,0.758,1
1666.67,0,34,180000,3,20,0.007,0
30308.67,12,31,125000,1,0,0.146,0
59759.67,12,40,180000,1,20,0.213,0
48793.67,10,45,25000,3,20,0.995,0
19098.33,10,25,60000,2,20,0.146,1
5360.33,8,22,5000,3,10,0.0,0
46232.33,12,29,25000,1,0,0.966,1
28509.33,8,23,15000,1,40,0.873,0
28311.33,8,37,15000,3,20,0.945,0
4119.67,6,31,100000,3,0,0.032,0
49071.67,12,23,25000,2,0,0.986,0
7301.67,12,46,205000,1,0,0.021,0
29960.33,12,48,110000,2,0,0.128,1
50373.67,12,53,25000,3,0,0.994,0
1634.33,12,24,10000,1,0,0.022,0
7951.33,8,32,140000,1,0,0.07,0
14598.33,4,23,10000,1,0,0.922,0
12272.33,10,31,25000,2,0,0.173,0
20031.33,10,23,20000,2,20,0.466,0
106544.0,12,38,115000,2,0,0.454,0
17498.33,12,54,105000,1,0,0.078,0
22569.33,8,31,15000,2,20,0.983,0
9052.67,8,48,10000,2,20,0.359,1
1854.33,2,58,45000,3,0,0.062,0
10586.67,8,43,10000,2,20,0.464,1
25095.0,2,24,40000,1,0,0.387,0
57799.33,12,35,260000,1,0,0.117,0
16133.33,12,43,200000,2,0,0.038,0
213650.33,12,28,155000,3,0,0.777,0
52308.67,10,50,250000,2,0,0.034,0
0.0,0,27,70000,2,10,0.0,0
26054.33,8,25,45000,2,30,0.263,1
83771.33,12,46,175000,1,0,0.292,0
6927.33,8,35,90000,2,0,0.085,0
96369.33,12,30,50000,2,0,0.966,0
41766.33,10,25,25000,1,20,0.801,1
2333.33,2,29,85000,1,0,0.006,0
3176.33,2,37,40000,2,0,0.07,0
1365.33,12,25,25000,2,0,0.027,0
144528.0,10,29,105000,1,20,0.67,0
63494.0,12,50,140000,2,0,0.031,0
25328.67,10,28,120000,1,0,0.126,0
8493.67,10,29,5000,2,20,0.839,0
96.33,2,21,10000,2,10,0.0,1
376890.0,12,41,210000,2,0,0.89,1
142617.33,12,29,135000,2,0,0.556,0
2847.0,10,47,90000,2,0,0.001,0
3914.33,12,29,250000,3,0,0.01,1
709.0,0,24,25000,1,10,0.0,1
97260.33,12,30,60000,2,0,0.873,0
44736.0,10,23,25000,3,0,0.862,1
27865.0,12,48,15000,2,0,0.895,0
69.0,4,39,250000,4,10,0.0,0
64854.0,12,35,210000,2,0,0.162,0
18154.67,12,57,175000,1,0,0.022,0
12891.0,10,24,10000,2,0,0.518,0
127153.33,12,40,65000,2,0,1.0,0
68262.0,6,25,50000,2,0,0.762,0
48923.67,12,34,50000,2,0,0.479,1
73673.33,12,54,40000,3,0,0.987,0
23520.67,6,59,15000,3,20,0.726,1
0.0,0,29,180000,1,0,0.0,1
1661.0,10,40,5000,2,10,0.0,0
9737.0,12,26,105000,1,0,0.05,0
3993.0,12,27,45000,1,0,0.012,1
104505.0,12,26,195000,1,20,0.288,1
33761.67,2,36,145000,1,0,0.172,0
5320.67,12,53,225000,1,0,0.009,0
89829.33,12,35,50000,3,0,0.965,0
25042.33,12,40,25000,3,0,0.692,0
0.0,2,27,65000,1,10,0.0,0
48754.33,12,42,40000,2,0,0.603,0
47015.0,12,32,105000,2,0,0.211,0
188279.67,10,36,120000,1,20,0.733,0
105271.67,12,39,55000,2,0,0.935,0
147624.33,10,32,75000,3,0,0.989,0
18096.33,8,29,55000,2,20,0.192,0
24281.67,12,42,25000,2,30,0.484,1
23601.0,12,38,35000,2,0,0.323,0
20561.33,12,44,120000,2,0,0.09,0
5585.0,12,42,50000,2,0,0.01,1
475.67,6,33,115000,2,10,0.0,0
27205.67,10,35,130000,2,0,0.031,0
7696.67,6,26,5000,2,0,0.761,1
20324.33,10,21,10000,2,20,0.881,0
2400.0,0,23,5000,1,70,0.24,1
751.0,10,29,10000,2,0,0.074,0
125.0,12,26,15000,1,0,0.004,0
18283.67,12,22,10000,1,0,0.846,0
330818.67,12,43,200000,2,0,0.997,0
3074.67,10,31,85000,2,0,0.017,0
55689.0,12,41,30000,2,20,0.941,1
67793.0,12,37,10000,1,0,1.0,1
0.0,0,35,10000,2,10,0.0,1
496.33,12,34,80000,2,0,0.001,0
49379.67,12,52,25000,3,20,0.979,0
250681.0,12,50,150000,1,20,0.817,1
8466.67,12,26,50000,1,0,0.071,0
41433.67,12,36,215000,3,0,0.083,0
9539.67,2,52,10000,3,20,0.407,1
45951.0,10,26,25000,1,20,0.897,1
118879.67,12,47,115000,1,0,0.622,0
0.0,0,32,75000,1,10,0.0,1
13302.0,12,38,140000,2,0,0.032,0
11576.0,12,36,70000,2,0,0.006,0
25.0,0,36,10000,2,10,0.0,0
4836.67,12,36,245000,1,0,0.004,0
6425.33,8,23,25000,2,30,0.144,0
140514.67,12,29,75000,1,0,0.968,0
0.0,0,30,50000,1,10,0.0,0
690.0,2,30,25000,1,0,0.0,0
12174.0,12,27,120000,2,0,0.127,0
91041.0,10,50,75000,3,0,0.593,0
119126.67,12,28,65000,2,20,1.0,0
76145.33,8,36,100000,2,20,0.367,0
16615.0,10,58,250000,1,0,0.027,0
7352.67,12,51,180000,2,0,0.053,0
10106.67,6,30,10000,3,0,0.846,1
68759.0,10,41,50000,2,20,0.688,1
9.0,4,31,250000,2,0,0.0,0
21901.33,12,28,60000,1,0,0.171,0
36775.67,12,26,20000,2,0,0.921,0
2327.33,8,28,75000,1,0,0.025,0
30.0,6,30,180000,2,0,0.0,0
1052.0,12,27,155000,1,0,0.003,0
92766.0,12,43,75000,3,0,0.604,0
390.0,12,46,70000,2,0,0.003,0
78622.33,12,38,60000,3,20,0.646,1
8079.33,10,29,15000,2,0,0.439,0
5714.33,10,52,50000,3,20,0.047,1
114143.33,10,33,70000,3,0,0.974,0
110429.67,8,32,55000,1,20,1.0,1
1733.33,6,40,355000,2,20,0.007,1
74430.67,12,24,80000,2,0,0.475,0
10364.0,10,37,15000,2,20,0.274,0
48488.0,12,23,25000,1,0,0.961,1
7800.0,10,37,10000,2,0,0.372,0
3717.33,12,34,90000,1,0,0.024,0
49827.33,12,26,25000,2,0,0.989,0
70941.33,10,27,35000,2,20,0.978,0
116041.33,8,36,60000,2,20,0.983,1
13548.0,10,36,10000,2,20,0.626,0
16976.67,12,26,100000,1,0,0.093,0
48076.0,12,22,25000,2,20,0.942,1
91202.67,10,56,50000,2,0,0.964,0
98370.0,12,27,90000,1,0,0.532,0
25607.67,10,31,85000,2,0,0.145,0
36552.67,12,39,105000,2,0,0.159,0
1188.0,8,44,180000,2,0,0.005,0
55942.0,12,28,75000,1,0,0.442,0
3851.33,10,34,180000,2,0,0.005,0
102578.67,12,41,110000,2,0,0.575,0
11152.33,12,43,230000,1,0,0.017,0
161523.67,10,26,70000,1,0,0.984,1
71362.0,12,32,135000,2,0,0.221,0
39596.0,12,29,210000,2,0,0.115,0
19388.0,12,38,75000,2,0,0.177,0
174646.0,12,39,175000,2,0,0.512,0
8684.33,12,33,30000,2,0,0.081,0
13104.67,12,49,250000,1,0,0.056,0
104521.67,8,38,100000,2,20,0.525,1
859.67,8,45,100000,3,10,0.003,0
19342.0,12,33,105000,2,10,0.104,0
8663.67,4,51,5000,3,20,0.728,0
3925.33,12,26,105000,1,0,0.016,0
58828.33,12,27,30000,2,0,0.983,0
0.0,0,33,155000,1,0,0.0,0
91257.0,12,27,50000,2,0,0.947,0
86440.33,12,31,50000,1,20,0.849,1
7381.0,10,30,60000,2,20,0.053,1
12585.67,12,28,100000,1,0,0.091,0
19897.67,10,24,10000,2,20,0.97,0
0.0,0,40,90000,1,0,0.0,1
238.33,2,25,15000,2,0,0.014,0
20085.33,8,34,10000,2,0,0.986,0
8427.33,12,32,180000,2,0,0.02,0
22129.67,10,53,15000,3,20,0.703,0
59068.0,12,24,105000,1,0,0.019,0
47958.0,12,45,60000,2,0,0.438,0
142378.67,12,46,65000,1,0,1.0,1
145920.33,12,52,185000,1,0,0.654,0
78776.67,8,39,85000,1,40,0.437,1
13478.67,6,22,15000,2,20,0.579,0
9266.33,8,41,15000,2,0,0.18,0
171023.67,12,48,85000,3,0,1.0,0
141070.33,8,40,80000,2,20,0.861,0
5403.67,6,36,25000,2,0,0.118,0
48440.33,8,25,25000,1,0,0.977,0
165160.33,8,26,75000,1,20,1.0,1
0.0,0,43,180000,2,10,0.0,1
37268.0,12,42,25000,2,0,0.922,1
18297.67,12,32,45000,2,0,0.264,0
213292.0,12,32,110000,1,0,0.943,0
10483.33,8,38,10000,3,20,0.61,0
140782.0,12,32,75000,2,0,0.958,1
316.0,12,47,90000,3,0,0.002,0
22672.33,8,35,40000,2,20,0.275,1
200.0,0,37,40000,3,0,0.008,0
10017.67,6,49,10000,3,20,0.425,0
3473.0,8,38,75000,2,0,0.035,0
50513.67,10,33,40000,1,0,0.747,0
20550.0,0,23,100000,2,0,0.308,1
16208.0,12,31,150000,1,0,0.136,0
166351.33,12,44,90000,2,0,0.895,0
0.0,0,33,110000,1,10,0.0,1
102738.67,12,23,60000,2,0,0.964,0
33.33,0,29,90000,1,0,0.001,0
253.67,8,54,150000,1,0,0.001,1
87929.67,12,24,45000,1,0,0.948,0
115714.0,12,30,115000,2,0,0.489,0
102542.0,12,29,75000,2,20,0.667,1
16164.0,12,24,15000,1,0,0.495,0
326.0,12,31,105000,1,0,0.002,1
80775.33,12,22,75000,2,0,0.552,0
839.67,10,27,10000,2,0,0.034,0
3756.67,6,38,150000,2,10,0.018,0
36462.33,6,40,70000,1,0,0.366,0
504405.0,10,37,235000,3,20,1.0,1
4782.67,12,31,10000,2,0,0.188,1
28979.0,12,56,25000,2,0,0.626,0
5750.0,12,31,225000,1,0,0.023,1
1451.67,8,28,180000,2,0,0.001,0
45084.0,8,27,25000,2,20,0.848,0
58176.0,12,26,30000,2,0,0.968,1
27238.67,12,35,65000,1,0,0.182,0
91122.67,12,56,90000,2,0,0.498,0
3277.33,12,38,100000,2,0,0.007,0
749.0,10,34,180000,2,0,0.002,0
6047.67,10,44,10000,2,0,0.384,0
44698.0,12,24,120000,2,0,0.212,0
62046.0,12,31,55000,2,0,0.555,0
97971.0,10,27,50000,2,0,1.0,0
94853.67,12,33,175000,2,0,0.0,0
235619.67,12,35,250000,2,0,0.414,0
6215.67,6,27,10000,1,30,0.224,1
1905.0,4,28,80000,1,0,0.02,0
19509.0,12,53,10000,2,0,0.98,0
27527.67,8,39,25000,2,20,0.542,1
199340.0,10,26,100000,1,0,0.981,0
499.33,2,29,180000,1,0,0.004,0
44701.67,12,28,25000,1,0,0.892,0
65037.67,12,33,25000,2,0,1.0,1
826.33,2,40,100000,1,0,0.0,0
77097.33,12,24,40000,1,0,0.942,0
0.0,0,53,25000,3,10,0.0,1
69173.67,12,35,50000,3,20,0.676,1
6134.0,12,40,105000,2,0,0.06,0
67368.0,6,33,40000,1,20,0.84,1
220738.67,12,50,120000,3,0,0.929,0
28345.33,4,24,15000,2,20,0.95,1
5887.33,10,24,15000,1,0,0.162,0
10292.33,12,34,180000,1,0,0.017,0
18953.33,12,51,15000,3,0,0.582,0
371.33,10,40,90000,2,20,0.004,0
110588.33,12,46,105000,1,0,0.538,0
52020.33,8,24,25000,3,20,1.0,1
760.0,6,29,95000,1,20,0.0,1
13965.67,10,34,180000,1,0,0.025,0
248.0,12,25,115000,1,0,0.001,0
96457.33,12,41,100000,2,0,0.485,0
116.67,0,28,45000,1,0,0.004,1
8500.0,10,29,45000,1,20,0.078,1
51029.33,12,42,30000,2,20,1.0,1
18137.33,12,51,10000,2,20,0.842,0
33647.33,8,33,100000,1,0,0.098,0
15366.0,10,30,20000,2,20,0.36,1
14256.67,12,29,25000,2,0,0.43,0
166822.0,12,36,125000,2,0,0.676,0
47303.67,12,22,25000,1,0,0.982,0
6666.67,0,28,30000,1,0,0.333,0
49572.0,8,28,50000,1,30,0.5,0
129.33,6,34,65000,1,0,0.0,0
19129.33,12,23,40000,1,0,0.3,0
241.0,2,49,100000,2,10,0.0,1
17534.33,12,42,245000,2,0,0.032,0
600.0,0,34,60000,2,0,0.015,0
83354.33,12,28,60000,2,0,0.807,0
15362.33,10,51,10000,3,20,0.717,1
264.0,12,32,150000,1,0,0.001,0
60778.67,12,23,40000,2,0,0.905,0
6736.67,12,27,180000,2,0,0.036,0
3483.67,8,30,100000,1,0,0.016,0
61640.33,12,27,25000,2,20,1.0,0
135108.33,12,47,70000,1,0,1.0,0
2522.67,12,39,145000,1,0,0.006,0
846.0,6,41,15000,3,0,0.056,0
13119.0,12,29,15000,2,0,0.406,0
69231.33,12,33,155000,1,0,0.232,0
390.0,12,49,140000,2,0,0.001,0
17916.33,10,38,10000,1,20,0.796,0
69618.33,12,24,35000,3,20,0.991,0
20145.67,8,25,15000,2,20,1.0,0
25605.0,12,29,170000,2,0,0.129,0
7962.33,6,24,10000,2,20,0.603,0
365344.67,12,47,180000,3,0,1.0,0
18622.67,12,33,10000,2,20,0.997,1
19090.33,4,22,10000,3,20,0.97,1
408331.67,12,29,250000,1,0,0.736,0
73151.33,12,29,145000,1,0,0.272,0
5227.67,10,43,180000,1,0,0.011,0
9204.0,4,32,100000,1,0,0.062,0
760.0,10,42,160000,2,0,0.002,0
2605.33,12,43,85000,1,0,0.011,0
1949.67,12,25,100000,1,10,0.012,0
0.0,0,40,50000,2,10,0.0,0
0.0,6,41,160000,2,10,0.0,1
75277.67,12,47,45000,2,0,0.91,0
12146.0,10,27,110000,1,0,0.158,0
61476.33,12,27,40000,2,20,0.785,1
18907.33,12,41,175000,1,0,0.044,0
81899.33,12,25,55000,1,0,0.839,0
3310.0,4,26,10000,1,0,0.05,0
95237.67,12,31,50000,2,0,0.912,0
1359.0,12,39,90000,1,20,0.007,1
1962.67,2,35,75000,1,0,0.039,0
19445.67,8,37,75000,1,0,0.389,0
54267.0,12,51,30000,2,0,0.954,0
164673.67,12,33,100000,1,20,0.783,1
127984.67,12,26,65000,2,20,1.0,1
56477.33,10,22,40000,2,20,0.663,1
7751.33,12,24,50000,2,0,0.071,0
12166.67,10,52,25000,3,20,0.458,1
3248.67,2,39,25000,2,30,0.103,0
37.0,0,28,15000,1,40,0.001,0
2188.33,12,31,85000,1,0,0.004,0
0.0,2,38,80000,3,10,0.0,0
60991.33,10,46,30000,1,20,1.0,0
336.67,2,35,180000,1,10,0.0,1
21840.0,4,44,100000,1,0,0.328,0
520.0,4,23,5000,1,20,0.078,1
63686.0,12,25,105000,1,0,0.317,0
18561.0,12,46,105000,1,0,0.014,0
14010.33,12,28,70000,1,0,0.054,0
18566.0,4,33,10000,2,20,0.935,1
128304.0,12,41,80000,1,0,1.0,0
26244.33,12,43,15000,3,0,0.894,0
5794.67,12,33,15000,2,0,0.213,0
694.67,4,30,50000,2,0,0.009,0
81319.0,10,40,50000,3,20,0.776,0
371794.67,0,39,165000,2,80,1.0,1
0.0,0,30,90000,1,10,0.0,0
38741.33,12,37,25000,1,0,0.752,1
